,in_len,out_len,hidden_size,lstm_layers,num_attention_heads,dropout,hidden_continuous_size,batch_size,lr,RMSE,sMAPE,MAPE,type
0,16,10,12,2,6,0.1203523016898703,9,32,0.0022759786669105573,0.029875019565224648,3.7341367453336716,3.6966685205698013,30
1,29,2,25,2,5,0.10564804677853505,9,32,0.003227303491856678,0.02740025892853737,3.20458821952343,3.207859769463539,30
2,23,7,30,2,8,0.18468757838572014,8,128,0.004809920500989924,0.030139630660414696,3.8338512182235718,3.788047656416893,30
3,8,8,15,2,3,0.12565633011617938,6,128,0.0031813855395984134,0.027799617499113083,3.3114884048700333,3.296753391623497,30
4,29,26,29,2,3,0.17631061709232618,9,64,0.0014612737624589052,0.027717046439647675,3.2958727329969406,3.286370635032654,30
5,14,4,19,1,6,0.2386337810005642,8,256,0.001117690725633385,0.026604924350976944,3.0416348949074745,3.054613061249256,30
6,4,27,30,1,7,0.09549356733431905,7,64,0.0019891881567006353,0.03220853954553604,4.290418699383736,4.209275543689728,30
7,6,2,19,1,2,0.03140590591300215,8,256,0.001162356279732248,0.028038598597049713,3.38885560631752,3.3771920949220657,30
8,20,3,28,3,4,0.21234355163886218,7,256,0.0014595329433290498,0.026808766648173332,3.11251413077116,3.1264375895261765,30
9,9,20,22,1,3,0.14369462255572876,8,32,0.001443354376729221,0.02854887768626213,3.470586985349655,3.4479286521673203,30
10,14,15,8,3,6,0.29791481841648604,10,256,0.003998119632758817,0.026956401765346527,3.0945785343647003,3.097945638000965,30
11,21,14,19,3,5,0.25790993411542024,6,256,0.002250460697537183,0.026484262198209763,3.032071888446808,3.0609937384724617,30
12,21,15,18,3,5,0.2573387222139165,6,256,0.0024096399266900132,0.02764916978776455,3.3875316381454468,3.446562960743904,30
13,13,21,23,3,6,0.23754053125094943,7,256,0.0026222305876885776,0.027020273730158806,3.1236091628670692,3.1297367066144943,30
14,25,12,16,1,8,0.29451729809333205,6,256,0.0018956339242233427,0.026698347181081772,3.0973758548498154,3.137389197945595,30
15,18,21,13,3,7,0.24574820470632272,10,256,0.0010319732224250162,0.026608077809214592,3.0478330329060555,3.0734818428754807,30
16,11,6,22,1,4,0.19862346470343323,7,256,0.003591401174468184,0.02785436064004898,3.357106074690819,3.3413171768188477,30
17,26,12,26,1,7,0.2590343556718682,6,64,0.002820627688697194,0.02768556959927082,3.2758619636297226,3.2977674156427383,30
18,2,31,20,3,5,0.22142638772142265,8,128,0.0018584255289572354,0.026768434792757034,3.0888766050338745,3.1425725668668747,30
19,19,18,10,1,4,0.061299786929979644,7,256,0.004113144171201911,0.027292199432849884,3.181348368525505,3.1788401305675507,30
20,16,5,17,3,6,0.27528674906429534,9,256,0.002121222731693732,0.027234211564064026,3.2391510903835297,3.3012699335813522,30
21,18,23,13,3,7,0.23493928098683792,10,256,0.001027756555747311,0.02659820392727852,3.0565567314624786,3.089161589741707,30
22,13,26,13,3,7,0.16537548239701025,10,256,0.0010035753039642256,0.026561088860034943,3.0361447483301163,3.0548566952347755,30
23,23,24,14,3,8,0.16137306825485603,10,256,0.001677518737981562,0.026602180674672127,3.097502514719963,3.138304501771927,30
24,11,31,11,3,7,0.2057761357054581,10,256,0.001548352908112918,0.027141347527503967,3.2068323343992233,3.2593760639429092,30
25,17,27,8,3,5,0.1544875086104659,10,256,0.00100040794345012,0.027920708060264587,3.3817127346992493,3.3958353102207184,30
26,26,24,10,3,7,0.0037702686763247117,9,32,0.0024642348795237815,0.05828743055462837,6.859835237264633,6.476651877164841,30
27,22,18,14,3,8,0.2813431783548923,10,64,0.0013091758420234224,0.026670044288039207,3.096216358244419,3.13715860247612,30
28,12,18,16,3,6,0.22385860949185948,9,128,0.0017643872044068628,0.026487132534384727,3.0507568269968033,3.078068420290947,30
29,12,12,16,3,6,0.18365428703085698,9,128,0.0022079379736648433,0.026556015014648438,3.0524298548698425,3.073379211127758,30
30,10,11,17,3,6,0.1932371006577638,9,128,0.0027118206116635794,0.026749137789011,3.1211314722895622,3.16055528819561,30
31,13,14,16,3,6,0.1749985781929467,9,128,0.0021925800750835192,0.02660931833088398,3.066389076411724,3.096029907464981,30
32,15,17,20,3,5,0.1350324589819686,9,128,0.0022876451529168272,0.02733520045876503,3.2052237540483475,3.204181045293808,30
33,6,10,12,3,6,0.2205253895463847,9,128,0.001708864443135823,0.02826014533638954,3.397946059703827,3.48067507147789,30
34,12,9,15,2,5,0.10633657267940735,9,128,0.003128373900069692,0.029719742015004158,3.6949705332517624,3.6576084792613983,30
35,7,13,32,2,5,0.17096722428497177,8,128,0.0029216423663343347,0.02659653313457966,3.0535509809851646,3.077557682991028,30
36,16,29,21,3,4,0.18716737083316246,9,32,0.0020505935424758753,0.028860129415988922,3.6006655544042587,3.568405658006668,30
37,8,16,17,2,6,0.2644249641673918,8,128,0.0049680040195158705,0.02650962583720684,3.023144230246544,3.041141852736473,30
38,1,16,25,2,5,0.26775942728504104,8,128,0.004819164055302482,0.026688361540436745,3.0951591208577156,3.1274423003196716,30
39,9,19,18,2,6,0.22301283584224585,8,128,0.004460279667438694,0.026800287887454033,3.0968595296144485,3.116142377257347,30
40,8,7,18,2,4,0.24257063676399482,7,128,0.003383063407951534,0.026582684367895126,3.064925968647003,3.104187920689583,30
41,4,14,15,2,7,0.25333208531031887,10,128,0.0025310275063441436,0.026838338002562523,3.1258221715688705,3.1734175980091095,30
42,12,16,16,2,6,0.11659983761939527,9,128,0.0017811725979216667,0.026616308838129044,3.0606644228100777,3.074486181139946,30
43,10,10,19,3,6,0.20833388151305238,6,64,0.001324701531429307,0.02695576474070549,3.112967126071453,3.1148741021752357,30
44,14,22,14,3,7,0.22944392792181717,8,32,0.002286725404399649,0.02700876258313656,3.136212006211281,3.1782370060682297,30
45,31,13,17,3,6,0.2813861636785846,8,128,0.0036869099901250496,0.026911385357379913,3.1077593564987183,3.112621046602726,30
46,5,8,12,2,7,0.14479839562866853,10,128,0.004648281189934535,0.027072342112660408,3.1715594232082367,3.1784798949956894,30
47,8,19,23,3,5,0.08203209801895116,7,128,0.0012970559405750728,0.026769421994686127,3.0884917825460434,3.1155794858932495,30
48,14,15,19,3,6,0.18997629095482094,9,64,0.004980515015958149,0.041137102991342545,5.251869931817055,5.089723318815231,30
49,20,25,15,3,2,0.16333012907003394,6,32,0.0015962697958077823,0.026870213449001312,3.1023841351270676,3.121926449239254,30
