,mae,mse,rmse,mape,mspe,batchSize,learningRate,eLayers,dLayers,seqLen
0,1.4525694847106934,2.2084901332855225,1.4860990047454834,39.90771865844727,21077.09375,16.0,0.1,2.0,2.0,64.0
1,0.3149145841598511,0.1532855182886123,0.3915169537067413,2.029747009277344,34.95855712890625,16.0,0.1,2.0,2.0,128.0
2,0.2161384224891662,0.067089706659317,0.2590168118476867,6.97592306137085,711.2366943359375,16.0,0.1,2.0,2.0,512.0
3,1.547868728637695,2.462172746658325,1.5691312551498413,41.32798767089844,22454.169921875,16.0,0.1,2.0,2.0,1024.0
4,1.2514281272888184,1.8944013118743896,1.3763725757598877,39.63916778564453,21505.044921875,16.0,0.1,2.0,4.0,64.0
5,1.0546746253967283,1.1800659894943235,1.086308479309082,30.724464416503903,12627.2763671875,16.0,0.1,2.0,4.0,128.0
6,0.2161715030670166,0.0670209527015686,0.2588840425014496,7.001489639282227,716.5147094726562,16.0,0.1,2.0,4.0,512.0
7,1.441248655319214,2.143477439880371,1.464061975479126,38.98019027709961,20026.8828125,16.0,0.1,2.0,4.0,1024.0
8,0.2492778003215789,0.1028912588953971,0.3207666873931885,3.813855886459351,194.64276123046875,16.0,0.1,2.0,6.0,64.0
9,0.4632101058959961,0.2940376400947571,0.5422523617744446,4.535223007202148,190.88821411132807,16.0,0.1,2.0,6.0,128.0
10,0.2688662111759186,0.0941133052110672,0.3067789077758789,11.049434661865234,1758.18896484375,16.0,0.1,2.0,6.0,512.0
11,1.3357208967208862,1.850432515144348,1.3603060245513916,36.65608596801758,17760.751953125,16.0,0.1,2.0,6.0,1024.0
12,1.4263814687728882,2.10027813911438,1.4492336511611938,38.63138198852539,19676.623046875,16.0,0.1,2.0,8.0,64.0
13,0.8203558921813965,0.7392913103103638,0.8598204851150513,10.82119369506836,1240.2232666015625,16.0,0.1,2.0,8.0,128.0
14,0.6613889932632446,0.5037043690681458,0.7097213268280029,21.804933547973636,6491.986328125,16.0,0.1,2.0,8.0,512.0
15,1.1019991636276243,1.2806764841079712,1.1316697597503662,31.50854110717773,13225.9189453125,16.0,0.1,2.0,8.0,1024.0
16,0.8495405912399292,0.7879826426506042,0.8876838684082031,25.94713592529297,9076.298828125,16.0,0.1,2.0,10.0,64.0
17,0.2177308052778244,0.066299207508564,0.2574863135814667,7.635610580444336,852.980712890625,16.0,0.1,2.0,10.0,128.0
18,0.4999850690364837,0.3153612315654754,0.5615703463554382,18.231483459472656,4609.07666015625,16.0,0.1,2.0,10.0,512.0
19,1.148157238960266,1.3845407962799072,1.1766650676727295,32.52503204345703,14068.5322265625,16.0,0.1,2.0,10.0,1024.0
20,0.2621595561504364,0.0892726182937622,0.2987852394580841,10.726665496826172,1660.02099609375,16.0,0.1,4.0,2.0,64.0
21,0.8033198118209839,0.8082236051559448,0.899012565612793,7.811876773834228,517.765869140625,16.0,0.1,4.0,2.0,128.0
22,0.7151556015014648,0.5777089595794678,0.7600716948509216,22.98923110961914,7186.9208984375,16.0,0.1,4.0,2.0,512.0
23,1.3873237371444702,1.990942478179932,1.4110076427459717,37.79228591918945,18851.587890625,16.0,0.1,4.0,2.0,1024.0
24,0.2307446748018264,0.071140244603157,0.2667212784290313,8.988052368164062,1177.1375732421875,16.0,0.1,4.0,4.0,64.0
25,0.3227972388267517,0.1602367311716079,0.4002957940101623,1.8352446556091309,25.24388694763184,16.0,0.1,4.0,4.0,128.0
26,0.9154457449913024,0.9043047428131104,0.9509493708610536,27.400718688964844,10086.0185546875,16.0,0.1,4.0,4.0,512.0
27,1.3333594799041748,1.8441230058670044,1.3579849004745483,36.60383605957031,17711.353515625,16.0,0.1,4.0,4.0,1024.0
28,0.4756666719913482,0.2905481159687042,0.5390251278877258,17.665191650390625,4335.55126953125,16.0,0.1,4.0,6.0,64.0
29,0.6047508120536804,0.4319964647293091,0.6572643518447876,20.557445526123047,5798.2578125,16.0,0.1,4.0,6.0,128.0
30,1.129179835319519,1.3413219451904297,1.1581544876098633,32.10715103149414,13718.990234375,16.0,0.1,4.0,6.0,512.0
31,1.3397541046142578,1.861216425895691,1.3642640113830566,36.74465560913086,17844.6015625,16.0,0.1,4.0,6.0,1024.0
32,0.2189354598522186,0.0663683712482452,0.2576206028461456,7.891893863677978,910.5385131835938,16.0,0.1,4.0,8.0,64.0
33,0.2172828912734985,0.0674278959631919,0.2596688270568847,7.040399551391602,723.6681518554688,16.0,0.1,4.0,8.0,128.0
34,0.488764613866806,0.3163892924785614,0.5624849200248718,18.343406677246094,4676.01708984375,16.0,0.1,4.0,8.0,512.0
35,0.983642876148224,1.033828616142273,1.0167735815048218,28.901987075805664,11184.1396484375,16.0,0.1,4.0,8.0,1024.0
36,0.2371451258659362,0.0742703452706337,0.2725258469581604,9.409836769104004,1287.4564208984375,16.0,0.1,4.0,10.0,64.0
37,1.3659381866455078,1.932057499885559,1.3899847269058228,37.32151794433594,18395.75,16.0,0.1,4.0,10.0,128.0
38,1.2507652044296265,1.6306766271591189,1.2769794464111328,34.78532791137695,16035.564453125,16.0,0.1,4.0,10.0,512.0
39,1.1839234828948977,1.4679503440856934,1.211590051651001,33.312782287597656,14739.44921875,16.0,0.1,4.0,10.0,1024.0
40,0.2178438454866409,0.0663045942783355,0.2574967741966247,7.665201187133789,859.612060546875,16.0,0.1,6.0,2.0,64.0
41,0.2182475328445434,0.066367782652378,0.2576194405555725,7.751152992248535,878.9814453125,16.0,0.1,6.0,2.0,128.0
42,0.2355006039142608,0.0734504982829094,0.2710175216197967,9.31220245361328,1261.6192626953125,16.0,0.1,6.0,2.0,512.0
43,1.2074410915374756,1.5241894721984863,1.234580636024475,33.830718994140625,15189.0693359375,16.0,0.1,6.0,2.0,1024.0
44,0.2505186796188354,0.0821683704853057,0.2866502702236175,10.217668533325195,1512.597412109375,16.0,0.1,6.0,4.0,64.0
45,0.2209526449441909,0.0671867206692695,0.2592040002346039,8.173661231994629,976.8822631835938,16.0,0.1,6.0,4.0,128.0
