,in_len,out_len,kernel_size,num_filters,weight_norm,dilation_base,num_layers,dropout,lr,batch_size,RMSE,MAE,MAPE
0,31,19,4,6,True,5,5,0.028357462142914524,0.001375965756015527,32,0.048248909413814545,0.03873007,6.704004108905792
1,18,15,7,6,True,4,4,0.09521579250029166,0.0045081178930258745,64,0.02985151670873165,0.021392312,3.771611303091049
2,28,9,22,5,False,1,4,0.04485389785162482,0.004792998285687181,64,0.035055361688137054,0.024593359,4.2722903192043304
3,30,26,18,5,False,5,2,0.07028187203633393,0.004368574463432013,64,0.031134769320487976,0.021063043,3.7061121314764023
4,13,8,6,5,False,4,5,0.18254959965471895,0.004610130835068466,256,0.027174346148967743,0.018524857,3.232528269290924
5,26,24,8,5,True,4,5,0.2452589009972734,0.00233498335153639,128,0.027430463582277298,0.018876972,3.30190509557724
6,17,11,8,6,False,4,1,0.18337592855159313,0.004532428174824877,128,0.02663504332304001,0.01754255,3.0709227547049522
7,12,7,1,6,False,3,1,0.08782274875152618,0.003639075091919405,128,0.026781151071190834,0.018897958,3.329765424132347
8,26,9,14,6,False,1,4,0.21415553973844537,0.003629332591213377,32,0.043322812765836716,0.031286106,5.433280766010284
9,7,1,2,4,True,3,2,0.017566902417908835,0.002142418361679406,256,0.02878226898610592,0.020620206,3.5773660987615585
10,2,1,1,8,False,2,1,0.1452460054636507,0.003531127273841259,128,0.028226258233189583,0.0201169,3.5543762147426605
11,17,6,12,2,False,3,1,0.12897797939021982,0.003542829519321551,128,0.02814396470785141,0.019363245,3.361884132027626
12,12,5,4,8,False,2,2,0.2976798931117445,0.00402333887295744,128,0.02674420177936554,0.017753933,3.0944103375077248
13,21,13,9,8,False,2,2,0.28168582195014624,0.0039154882511379906,128,0.026662349700927734,0.017638398,3.0694877728819847
14,22,14,10,7,False,2,3,0.28739014016352105,0.0028426527428060157,128,0.059792276471853256,0.04911714,8.63543301820755
15,20,12,10,3,False,2,2,0.24197906454824875,0.0041673331998586145,128,0.0263898316770792,0.017462911,3.0488526448607445
16,22,12,14,3,False,4,3,0.19291737553659594,0.004974501551839152,128,0.027172503992915154,0.019048491,3.362762928009033
17,15,11,10,2,False,1,1,0.23849792108578977,0.003026046123938089,256,0.026912756264209747,0.018262835,3.208833932876587
18,8,3,5,3,True,3,2,0.17144321664269446,0.004229329899481994,32,0.026595642790198326,0.017610043,3.0665216967463493
19,8,3,3,3,True,3,3,0.24625218778147356,0.0029640553350818518,32,0.028453009203076363,0.018448781,3.2272469252347946
20,2,1,1,3,True,2,3,0.13387326109828596,0.004260917975348676,32,0.02653374895453453,0.018005928,3.171471506357193
21,2,1,1,3,True,2,3,0.12527641978538429,0.004097846953160789,32,0.026506146416068077,0.017857727,3.1417585909366608
22,2,1,1,4,True,2,3,0.12477223789449166,0.003939259526803753,32,0.027384378015995026,0.019306326,3.4105096012353897
23,4,1,1,4,True,2,3,0.10355869612869369,0.003199303649031698,32,0.026979265734553337,0.018532325,3.2631665468215942
24,5,2,2,2,True,1,4,0.15581702522662255,0.004191897291052748,32,0.026508508250117302,0.017637761,3.0904775485396385
25,5,2,2,2,True,1,4,0.21822063293300142,0.0024790803065870446,32,0.026457732543349266,0.017482959,3.049865923821926
26,10,3,3,2,True,1,4,0.21305925700057152,0.0022806933196605067,32,0.02716260775923729,0.018105954,3.177933767437935
27,5,2,2,3,True,1,4,0.2620422933444948,0.0018032719333316229,32,0.027469664812088013,0.018733481,3.242875635623932
28,20,5,12,4,True,1,2,0.212385346492618,0.00264838493813036,64,0.027175527065992355,0.018370219,3.2181836664676666
29,14,4,4,2,True,2,5,0.26277170634349056,0.0011780106970856613,32,0.026384692639112473,0.017612223,3.088115155696869
30,15,4,5,2,True,2,5,0.26980554526045053,0.0010600863396072891,256,0.031026571989059448,0.023104638,4.004054516553879
31,24,17,4,2,True,2,5,0.23972832803741528,0.001690379351075882,32,0.026924556121230125,0.017891228,3.109397180378437
32,19,4,6,3,True,3,5,0.2652306232264848,0.0011979972160770273,32,0.027308505028486252,0.019095538,3.3686980605125427
33,10,2,3,2,True,1,4,0.22559535536293215,0.002580206496097942,32,0.02687535621225834,0.017937459,3.132067620754242
34,4,2,2,3,True,2,4,0.05763395298371986,0.0016108639184989361,64,0.027585677802562714,0.01917152,3.375134989619255
35,15,4,7,4,True,1,5,0.15618585798148066,0.0019995682158421473,32,0.028033364564180374,0.019113492,3.332628682255745
