,in_len,out_len,hidden_size,lstm_layers,num_attention_heads,dropout,hidden_continuous_size,batch_size,full_attention,lr,RMSE,MAE,MAPE
0,1,7,15,2,4,0.2447256383142667,10,256,False,0.004807359932063487,0.026573626324534416,0.017590297,3.062521480023861
1,13,15,29,2,8,0.17427841362582094,8,256,True,0.0014663026594084663,0.028687642887234688,0.020473091,3.521507605910301
2,6,15,23,1,4,0.17925983581236962,6,32,True,0.004983145802984527,0.030357547104358673,0.019308003,3.370695933699608
3,2,11,12,3,5,0.2312260791756776,8,32,False,0.0042206234718722155,0.03263358771800995,0.022051496,3.8111936300992966
4,30,6,9,2,5,0.20602127243489268,9,256,False,0.0021373986653497757,0.02652219496667385,0.017773004,3.120929002761841
5,5,14,12,2,8,0.0751313222222532,9,32,True,0.003944833312884142,0.03650912269949913,0.02374821,4.0549080818891525
6,19,8,30,1,6,0.050915740007035366,8,128,False,0.004592723903641689,0.03166913241147995,0.024069168,4.122995212674141
7,14,9,18,2,4,0.1238929671949412,7,128,False,0.003975594089922142,0.026737244799733162,0.017831542,3.1051892787218094
8,15,17,32,3,7,0.1345482565407276,7,256,False,0.0035666853725255234,0.02661104127764702,0.017655572,3.0772529542446136
9,27,16,25,3,5,0.1804017259197772,7,32,False,0.004085263670402589,0.029520008713006973,0.022517595,3.991970047354698
10,31,1,8,2,2,0.2869480342710531,10,64,True,0.0020295309709066145,0.02677895873785019,0.018343005,3.231266885995865
11,22,27,17,2,3,0.25425614877257896,10,256,False,0.002609550890098104,0.02662995457649231,0.017598234,3.075251542031765
12,9,2,13,2,4,0.229210902875575,9,256,False,0.0029227900963535885,0.02646886743605137,0.017764112,3.1196849420666695
13,9,1,8,2,6,0.005591145655876262,9,256,False,0.002824541812697605,0.02634144015610218,0.017581278,3.0738957226276398
14,9,1,12,2,6,0.01436030964821678,9,64,False,0.0030134139477635724,0.028125056996941566,0.019068057,3.3083107322454453
15,10,24,8,1,6,0.10792147605759277,9,256,False,0.0031484087484674418,0.027109060436487198,0.01889146,3.334149718284607
16,10,1,14,2,2,0.2966484182168301,9,256,False,0.00246917356480482,0.026389846578240395,0.017686604,3.1034117564558983
17,20,4,21,2,2,0.0017968226513950525,10,256,False,0.0011330732926777447,0.030562302097678185,0.022167042,3.803659975528717
18,11,21,15,3,7,0.086085776655044,8,64,True,0.002102392141788509,0.026587966829538345,0.017617995,3.0752187594771385
19,6,11,10,1,3,0.28502921963297484,9,128,False,0.00252898559813674,0.02634192258119583,0.017748753,3.1153466552495956
20,5,11,11,1,3,0.04128627329898044,8,128,False,0.0016458387778821486,0.026382528245449066,0.017739138,3.0902450904250145
21,6,12,10,1,3,0.041349431487931146,8,128,False,0.0015414289380148091,0.026585014536976814,0.017767655,3.1108828261494637
22,4,18,10,1,3,0.02829451025823903,8,128,False,0.0017342193413039044,0.026659643277525902,0.017827677,3.119150549173355
23,7,11,10,1,3,0.0719461608136192,9,128,False,0.0033910171446157877,0.027670182287693024,0.018633788,3.2329775393009186
24,3,5,17,1,7,0.0006017294190280931,7,128,False,0.0026191399550725145,0.027246858924627304,0.018450584,3.185281530022621
25,7,19,11,1,3,0.05587171610179008,9,128,False,0.0010603608201606544,0.028179576620459557,0.019227415,3.329659625887871
26,17,31,8,1,6,0.10232896856302454,6,128,True,0.0023315551118536022,0.02719409018754959,0.019221045,3.393668681383133
27,12,10,19,1,4,0.1542074548011756,10,128,False,0.0016463328193115343,0.0283302403986454,0.019703835,3.4028377383947372
28,8,13,15,1,2,0.030786165738478224,9,128,False,0.0027176509834911694,0.026763945817947388,0.017674625,3.098170831799507
