in_len,out_len,d_model,nhead,num_encoder_layers,num_decoder_layers,dim_feedforward,batch_size,dropout,lr,year,sMAPE
27,27,128,8,4,5,256,234,0.10267265876768467,1.239272699913076e-05,True,21.582632477829158
11,15,32,4,4,5,1024,271,0.26929253157789335,1.6960596485064148e-05,True,107.38097071019041
15,24,128,8,3,2,512,19,0.29730020114173744,1.4288090850094249e-05,True,31.95329060895678
30,28,64,4,5,7,512,95,0.18002015003108773,3.361741926750783e-05,False,23.07086236858747
20,10,128,2,8,5,256,59,0.280566367331611,1.1421716692485631e-05,False,86.16602075047686
29,8,128,2,2,2,256,150,0.027792470881965736,2.1332359953990393e-05,False,87.1631631365312
16,14,64,4,6,8,512,7,0.07898998640037849,3.422858278142128e-05,True,79.79770957981404
28,17,32,2,3,6,512,215,0.07878305037513712,1.5272082537204693e-05,True,30.253333202523773
21,9,32,8,6,3,256,273,0.2963845282028098,4.626930120413994e-05,False,82.82834917347273
8,7,128,8,4,3,1024,109,0.17069932956858366,2.2458822164290645e-05,True,101.40083656467871
24,23,128,8,8,4,256,356,0.1210007691976728,1.0164640157088007e-05,True,55.35301663256247
25,30,64,4,5,7,512,195,0.17443143954014084,2.8308902308895377e-05,False,25.966782846220365
30,29,64,4,6,7,256,106,0.2085486218417767,3.5536024056946126e-05,False,24.180580632197866
25,25,64,8,5,6,512,259,0.13813231275687862,1.2584934423010327e-05,False,27.70468074073344
27,21,64,4,4,8,1024,147,0.222782297234167,1.8922183156899914e-05,True,44.82388798786032
22,27,128,8,7,6,256,337,0.10419372857177589,2.5995689818466455e-05,False,24.062756815165777
30,20,64,4,2,4,512,231,0.0043731645086552695,1.266102120177514e-05,False,43.11629970813258
26,27,64,4,3,7,256,163,0.15675090810328868,1.635504808162995e-05,True,23.187037537273923
16,28,128,8,5,4,512,96,0.21202628547670002,1.0341531873034667e-05,False,24.68267747211107
22,22,32,2,5,6,1024,303,0.09232153027679028,1.8205160405302206e-05,True,34.00384418272456
19,26,128,8,7,5,256,65,0.05714658629506543,1.3038286429511182e-05,False,23.15306905974954
18,26,128,8,7,5,256,39,0.054682962874351704,1.3769570848004256e-05,False,52.42788892966862
12,30,128,8,7,5,256,80,0.11920503951638886,1.1976396322288877e-05,False,21.312574083699303
11,30,128,8,4,4,256,127,0.1336087417192418,1.160382322951488e-05,False,23.169143937954857
12,30,128,8,6,5,256,81,0.11705888947150216,1.4788816301220849e-05,False,27.86125545590221
14,28,64,4,4,7,512,204,0.14431742175379905,1.0097827012795606e-05,False,20.583178816381103
13,24,128,8,3,6,256,183,0.1433812883439626,1.0009388622549999e-05,True,22.317855458099263
8,19,128,8,4,3,1024,235,0.10993331257232637,1.1184679601824142e-05,False,43.26568901769336
14,28,32,2,4,8,512,192,0.13057988798712067,1.2102405368031531e-05,True,41.36850011210936
10,14,64,4,3,5,256,294,0.09871541983822027,1.3585264609394078e-05,True,21.51244982586134
9,12,64,4,2,4,256,318,0.09707820867453723,1.38076858313844e-05,False,20.326467030629235
10,11,64,4,2,4,256,307,0.11172639564214004,1.3754097726675104e-05,False,19.656452080514892
7,12,64,4,2,4,256,320,0.15103223007173344,1.101793602113151e-05,False,20.634181404422552
7,11,64,4,2,4,256,325,0.1527743918555827,1.493072696815358e-05,False,19.513947850380383
9,12,64,4,2,3,256,362,0.15718312453019237,1.5258521843095817e-05,False,19.96143731747008
9,11,64,4,2,3,256,362,0.1626525081476035,1.575645472029122e-05,False,19.670037039076696
7,11,64,4,2,2,256,365,0.18756744661371677,1.5673584479518306e-05,False,22.24661693739416
10,10,64,4,2,3,256,342,0.16139261584456116,1.7240455031666725e-05,False,31.365440464870197
9,16,64,4,3,3,256,342,0.18652929174035937,1.5015433473491777e-05,False,20.0368459725558
10,13,64,4,2,2,256,280,0.16561166252755005,1.6795790596058124e-05,False,26.041635673207807
7,8,64,4,2,3,256,316,0.12745779294421378,1.4591097131065159e-05,False,19.31636159038753
7,8,64,4,2,3,256,308,0.12929090729521187,1.4688226009508752e-05,False,20.244075306383223
9,10,64,4,3,2,256,329,0.15288927091694654,1.569712187962456e-05,False,29.696617910845113
8,7,64,4,2,3,256,354,0.12917916072551971,1.4327773297747747e-05,False,18.98371553543918
8,7,64,4,3,4,256,288,0.12885089918811377,1.3844174054749805e-05,False,19.630314106195645
7,8,64,4,3,4,256,256,0.12098732075790854,1.3405638288754224e-05,False,23.051720905728235
11,7,64,4,2,4,1024,293,0.13742858731596133,1.447490907379807e-05,False,68.1261076733331
8,9,32,2,3,3,256,264,0.08538918873846207,1.2833174791497191e-05,False,38.798923950168366
11,7,64,4,2,4,256,286,0.1132521726021059,1.4139955191193795e-05,False,29.37967582850709
8,9,64,4,3,2,256,313,0.10471494705444925,1.9212195465730697e-05,False,78.59554678385119
7,9,64,4,2,3,1024,346,0.12299546730813496,1.2188041004346117e-05,False,19.400692726223433
7,9,64,4,2,3,1024,348,0.13210271761250358,1.260875811627149e-05,False,19.240080812430943
7,9,64,4,2,3,1024,348,0.12562249466575195,1.2426276447547916e-05,False,19.380327593370076
7,9,64,4,2,3,1024,344,0.1415027293606868,1.2470974228970982e-05,False,18.908243895012948
7,9,64,4,2,3,1024,349,0.1431617807772496,1.1902455030160014e-05,False,36.593365033583815
8,8,64,4,2,2,1024,332,0.12552785719449525,1.0903343550627286e-05,False,52.011955579659066
8,10,32,2,3,3,1024,350,0.13922878646711234,1.2752443636223205e-05,False,44.15730415019118
12,8,64,4,2,2,1024,339,0.173174247294002,1.2200328696952625e-05,False,64.38363216297043
7,14,64,4,3,3,1024,352,0.12026125693238197,1.1478731009687408e-05,False,20.65083974842901
9,9,64,4,2,3,1024,331,0.0852312809773436,1.0715276464205297e-05,False,19.837853771623777
16,17,64,4,2,2,1024,300,0.10674386227441074,1.1487061915446925e-05,False,39.0443802686736
7,10,64,4,2,3,1024,322,0.14983048667072563,1.2526740378225079e-05,False,19.261724081147264
7,10,64,4,2,3,1024,347,0.13430561051351772,1.2815766210482467e-05,False,19.85684033158649
8,8,64,4,2,3,1024,320,0.14430290931254214,1.2529009731420974e-05,False,21.917152169236207
10,7,64,4,3,3,1024,356,0.12459072859720086,1.2098686551655238e-05,False,62.96713097760269
9,10,64,4,2,2,1024,333,0.11491197126521403,1.0508474575540266e-05,True,19.239652089760472
8,13,32,2,2,2,1024,245,0.11189356939852681,1.330187129043478e-05,True,32.645338682583095
11,9,64,4,3,2,1024,273,0.09996371702943173,1.0429526405529699e-05,True,48.675746053499154
18,10,64,4,2,2,1024,334,0.1477829554568524,1.1258638673903541e-05,True,18.505417789180438
19,13,64,4,3,2,1024,316,0.1528093163794804,1.0838022694759778e-05,True,27.785971772835786
23,10,64,4,8,2,1024,302,0.147893348704691,1.158790435114986e-05,True,50.13343531288953
17,11,64,4,2,3,1024,335,0.13532428996877474,1.129614142433484e-05,True,19.67430172929746
20,8,64,4,2,2,1024,333,0.13699300256200328,1.0545991909022493e-05,True,58.42040733908382
9,10,64,4,2,2,1024,364,0.16749309261868311,1.3239808166472893e-05,True,18.624398639570806
9,12,64,4,2,2,1024,364,0.16958210639348875,1.3259438320158735e-05,True,18.628354159748568
13,12,64,4,2,2,1024,364,0.17814938407140432,1.0052164828052379e-05,True,19.120367353440564
12,15,64,4,6,2,1024,361,0.1680208772853122,1.0039931053818678e-05,True,61.059050057922214
13,12,64,4,2,2,1024,358,0.17783980593704535,1.0520159422234915e-05,True,19.740728159952724
15,12,32,2,2,2,1024,365,0.18217376190188414,1.1134599529375335e-05,True,35.396336702086764
10,11,64,4,2,2,512,339,0.16188865645264947,1.3246306099489715e-05,True,21.098398190228373
14,13,64,4,3,2,1024,356,0.19971975831025143,1.1772834715917947e-05,True,22.19608289152992
9,10,64,4,2,2,1024,341,0.1725209525090697,1.3118982379689022e-05,True,18.844275164324777
9,11,64,4,2,2,1024,365,0.1671201250975836,1.321794367205186e-05,True,21.236549885686713
9,10,64,4,2,2,1024,326,0.173517861869246,1.1019444736510476e-05,True,18.66381899433099
10,12,64,4,2,2,1024,329,0.17324947450450612,1.1036828260162245e-05,True,18.799833817605936
11,14,64,4,2,2,1024,327,0.17455884411906294,1.0985975996614774e-05,True,21.265517028256518
13,12,64,4,2,2,1024,339,0.18829577173570022,1.1821493535152947e-05,True,19.478637122261468
10,15,128,4,2,2,1024,354,0.16154611125768986,1.4136709835149005e-05,True,84.82752383794417
10,11,64,8,3,2,512,312,0.17217977938936888,1.0058529097865854e-05,True,19.378609395200616
11,7,64,4,2,2,1024,324,0.15639348218208682,1.1356976992545194e-05,True,53.52265011866854
17,12,64,4,3,2,1024,341,0.1945334123864038,1.1041732843060441e-05,True,23.248663414162728
9,10,64,4,2,2,1024,328,0.17869742022089052,1.0459451996417041e-05,True,18.55230980702257
9,10,64,4,2,2,1024,176,0.18001715622115308,1.0371006734499519e-05,True,19.899573090010346
9,11,64,4,2,2,1024,355,0.16887225979325082,1.1990236346864567e-05,True,35.80956369644601
12,10,64,4,2,2,1024,307,0.1814280183705031,1.0665401744973189e-05,True,18.55718065542716
8,10,64,4,2,2,1024,309,0.15799631985257065,1.164103248871176e-05,True,18.579654489284724
10,10,64,4,2,2,1024,298,0.1594043316511549,1.0779671543859271e-05,True,18.734010265862253
10,10,64,4,2,2,1024,299,0.15722276499641763,1.1208904416590586e-05,True,18.959968069315046
12,11,64,4,2,2,1024,278,0.18399346232775,1.0737475355501652e-05,True,20.134667280596997
11,20,32,2,2,2,1024,308,0.16724795648537283,1.170787077746806e-05,True,43.20147135519572
9,13,128,4,3,2,1024,286,0.17480540439509004,1.037274624333149e-05,True,22.871638258768346
8,9,64,4,2,2,1024,218,0.15926567825691462,1.2292031826959813e-05,True,25.45754495330746
9,10,64,4,2,2,1024,324,0.19209858273628877,1.080843250955294e-05,True,18.49140632977047
10,10,64,4,2,2,1024,293,0.19343750818360939,1.0744704527251945e-05,True,18.751695576662815
10,10,64,4,2,2,1024,297,0.19435605925798402,1.0825878662196276e-05,True,18.639071228190808
11,10,64,4,5,2,1024,294,0.19407216242149014,1.0723600329454712e-05,True,20.17493835284449
10,9,64,8,2,2,1024,312,0.20980692831526387,1.1457965772801382e-05,True,19.043839575888278
12,11,64,4,2,2,1024,265,0.20202767983418723,1.0328380066957471e-05,True,19.70148168164462
9,10,64,4,2,2,1024,280,0.18757768546470704,1.0809727304002476e-05,True,18.53792890137177
8,8,64,4,2,2,512,282,0.19017711020631883,1.1695493395429453e-05,True,20.42079506443239
9,9,64,4,2,2,1024,306,0.18462832733419804,1.1243883791966257e-05,True,19.32657216122854
