in_len,out_len,hidden_size,lstm_layers,num_attention_heads,dropout,hidden_continuous_size,use_static_covariates,batch_size,lr,RMSE,sMAPE,MAPE
29,6,21,2,8,0.20479012388153353,6,False,256,0.0014056339400448196,0.02747439220547676,3.491830825805664,3.572734445333481
9,27,13,2,4,0.23045866297272027,6,True,64,0.0045777544656456625,0.02662285789847374,3.1369049102067947,3.1466253101825714
22,4,30,2,2,0.18618057897407575,6,True,64,0.003235551762092726,0.028215471655130386,3.511478379368782,3.4875791519880295
30,20,28,1,5,0.04398662493760173,9,True,64,0.00244755649162249,0.03714779019355774,5.354461818933487,5.220683291554451
14,16,19,3,5,0.004208806761593553,6,True,32,0.0010006389225989817,0.03419652208685875,4.34977263212204,4.253222048282623
27,13,8,2,4,0.008159300643134049,8,True,256,0.004357905485274063,0.02640470676124096,3.109871782362461,3.1381212174892426
23,18,30,1,5,0.12513329992737302,9,True,256,0.0035472560546253454,0.026599347591400146,3.1126659363508224,3.150518983602524
25,16,19,2,8,0.18356467473965635,10,True,128,0.001296400270058878,0.026553025469183922,3.1113680452108383,3.145909681916237
16,19,21,3,2,0.01574509605864923,10,True,128,0.003678352526475469,0.02660892903804779,3.1983252614736557,3.216639906167984
16,12,14,1,4,0.22372609132612917,8,True,32,0.004645920123681121,0.0296360794454813,3.5641122609376907,3.5595018416643143
7,27,8,2,3,0.2967170105210478,8,False,256,0.002388801608837582,0.026905987411737442,3.2655250281095505,3.328009694814682
24,9,8,2,8,0.1003874484748582,10,False,128,0.0019724492398232097,0.027406839653849602,3.2918866723775864,3.2928042113780975
27,12,15,2,7,0.08786150345917028,7,True,128,0.004086257507497694,0.026426073163747787,3.1207608059048653,3.1552426517009735
1,1,13,2,7,0.06886879182805049,7,True,256,0.004085109648247768,0.0266422126442194,3.2046709209680557,3.2527606934309006
31,12,11,3,6,0.07973247192524327,7,False,128,0.004911583264806025,0.02674870379269123,3.3011678606271744,3.3620133996009827
19,11,16,2,6,0.12694598183723146,7,True,256,0.004147247400633866,0.026178177446126938,3.114692121744156,3.1468354165554047
21,22,25,2,6,0.13506662078333384,8,True,256,0.004246253278587978,0.026576420292258263,3.2458357512950897,3.2981757074594498
19,9,17,2,4,0.26744285994221784,9,True,256,0.00298501024841967,0.026395514607429504,3.1208746135234833,3.151291236281395
19,7,17,3,6,0.2852935146230442,9,False,256,0.0028522283848978966,0.026509840041399002,3.1235897913575172,3.152291849255562
11,2,24,1,3,0.2502237804904605,9,True,256,0.0029074618848356584,0.02732655592262745,3.305424004793167,3.30139696598053
19,9,17,2,3,0.15481950639150996,7,True,32,0.003739521924141744,0.030648913234472275,4.02936264872551,3.978937864303589
19,13,11,2,4,0.27070249179331335,8,True,256,0.0032418646816278476,0.027443816885352135,3.47399041056633,3.552517294883728
27,9,10,2,4,0.04244917939149184,9,True,256,0.004410371761879323,0.02852281555533409,3.4969747066497803,3.4851092845201492
13,14,16,2,6,0.15933579487505753,8,True,256,0.0038852022858122666,0.02668576128780842,3.1234070658683777,3.157796710729599
26,7,23,2,5,0.10484540988379935,7,True,256,0.0049963818455867875,0.0267825648188591,3.2263826578855515,3.2806508243083954
16,10,18,2,3,0.04497970009379476,9,True,256,0.003303640919470674,0.02745673805475235,3.4697838127613068,3.5459004342556
5,31,12,2,7,0.25967334723948443,7,False,256,0.002571903896683091,0.026854893192648888,3.159581869840622,3.186389058828354
21,4,15,2,4,0.1768282750099963,8,True,256,0.00202705715670334,0.027174506336450577,3.3155646175146103,3.385845571756363
18,15,26,1,5,0.12334655896965463,8,True,32,0.0034095193773785257,0.032422199845314026,4.1267480701208115,4.016854241490364
28,6,20,3,4,0.21485909651177498,8,False,256,0.004574970868267862,0.026465704664587975,3.1120628118515015,3.134724125266075
29,11,22,2,6,0.20394040406716993,9,True,64,0.003943454159634813,0.027472421526908875,3.368651866912842,3.4351058304309845
25,17,15,2,7,0.07535680559737747,7,True,128,0.004180881208079168,0.02724151872098446,3.2796479761600494,3.274015337228775
27,14,10,2,7,0.09481426824743383,6,True,128,0.004362261020264919,0.026248807087540627,3.1555045396089554,3.18576879799366
22,22,9,2,8,0.02822235313482961,6,True,128,0.004714050190111792,0.026633115485310555,3.176925703883171,3.2317187637090683
31,14,10,2,7,0.1402070962065686,6,True,64,0.004371167474735357,0.026542384177446365,3.1909536570310593,3.2374415546655655
