in_len,out_len,d_model,nhead,num_encoder_layers,num_decoder_layers,dim_feedforward,batch_size,dropout,lr,year,sMAPE
27,8,64,8,2,7,1024,18,0.251661121146445,4.118984417147567e-05,False,40.78760196446018
18,9,64,4,8,3,1024,169,0.08638131650287899,4.430397435013753e-05,True,78.43322737233504
9,15,32,2,4,5,1024,39,0.2706917868683273,1.6443643688312096e-05,False,95.26577081788943
7,29,64,2,7,2,512,102,0.12633057458218136,3.889791980444387e-05,False,19.104462340543975
22,15,128,2,2,6,256,52,0.28111505166490225,1.8271979647726996e-05,False,26.628138756034726
28,7,64,8,5,6,512,338,0.23261850821730098,1.5591611644037204e-05,True,21.990504902752896
9,14,64,2,4,7,1024,272,0.08333236572207985,2.4730070870364063e-05,True,67.15405452276863
22,9,128,2,4,5,1024,245,0.02223047180908082,1.4673855629758241e-05,True,83.21199583976495
30,14,128,8,7,8,1024,63,0.22233157476435508,2.3312277712819415e-05,True,97.34398161802486
30,22,64,2,6,5,1024,18,0.1592377941540579,3.4413081265858874e-05,True,78.60277532179151
13,30,32,4,8,2,512,129,0.16763434086112625,1.0743207932063202e-05,False,29.458355563190803
14,30,64,8,6,3,512,363,0.20331160060390158,3.24378698127844e-05,False,35.5062136205325
24,24,64,8,6,4,512,322,0.2015154314631989,2.7786277629852608e-05,True,41.044399616388525
18,25,64,8,5,2,512,121,0.12366444169927276,4.816366761427433e-05,False,21.205209051982866
16,25,64,4,7,2,512,108,0.12046151058642648,4.6572326426966634e-05,False,46.31963126826715
7,27,32,2,5,3,256,184,0.11404342670542807,4.814436544083825e-05,False,33.48702682260107
12,20,64,8,3,2,512,109,0.1738449000623569,3.4569060945835523e-05,False,45.16423633327105
19,27,64,8,7,4,512,148,0.1351172851125816,3.981308081219267e-05,False,22.960942115990996
11,27,128,2,5,3,512,83,0.29936365602354476,4.98526665856881e-05,False,30.89679808781007
17,18,32,4,6,2,256,222,0.0646930297323996,3.841585407161408e-05,False,24.53847025060595
21,23,64,8,3,4,512,220,0.14184604210162927,3.0168906730771737e-05,False,28.583992608752517
