learning_rate,warmup_steps,weight_decay,Accuracy
2.032034596304237e-05,250,0.16688114117774025,0.6266666666666667
3.838495843008845e-05,500,0.21190304395105905,0.6466666666666666
4.6735023061865554e-05,250,0.24687562474611202,0.6333333333333333
1.4081136745821158e-05,250,0.21986118422098003,0.6433333333333333
1.8832272959505942e-05,500,0.027105585734937532,0.63
2.3939630284937993e-05,0,0.20588111224809416,0.6433333333333333
4.4207677501003926e-05,250,0.07398430276731256,0.6366666666666667
1.068823732690402e-05,250,0.2811467244169083,0.6233333333333333
4.048029218644776e-05,0,0.19526643711365196,0.6533333333333333
4.585086664624156e-05,0,0.2498266393152172,0.66
3.16494702225977e-05,0,0.10944868126910767,0.6566666666666666
3.195687390591519e-05,0,0.11923764753437976,0.65
3.1845787432749794e-05,0,0.11110146453504025,0.6533333333333333
4.9434147439811995e-05,0,0.2865997328215961,0.6533333333333333
3.604779780268206e-05,0,8.301509723855627e-05,0.6566666666666666
2.6071067542629023e-05,0,0.1323315499950187,0.6266666666666667
4.182162891238329e-05,500,0.06980602096107402,0.6433333333333333
3.5384661465608685e-05,0,0.16182803124043627,0.6566666666666666
2.7742559800338344e-05,0,0.07861772731072111,0.64
4.989176381008962e-05,0,0.25052854981512473,0.6466666666666666
