learning_rate,warmup_steps,weight_decay,Accuracy
1.1610529265496564e-05,250,0.19786648501779694,0.6633333333333333
3.073693394936907e-05,500,0.1875887995920572,0.6433333333333333
3.0311714944407795e-05,250,0.15827578406424875,0.63
3.6647777623896465e-05,0,0.24107421516654642,0.6766666666666666
3.0138009460566338e-05,250,0.15471687550273738,0.63
1.3559947172354568e-05,0,0.18570455909672967,0.6466666666666666
2.6395849404351956e-05,500,0.12244768224984406,0.6466666666666666
2.893575618118531e-05,250,0.0020431203997551607,0.6366666666666667
2.4196793222647607e-05,0,0.1247820762914196,0.67
3.243978700781886e-05,0,0.28278441628074796,0.65
4.7724091376209854e-05,0,0.2960137308315592,0.6033333333333334
4.062715212869082e-05,0,0.08511224074303275,0.6333333333333333
2.1853943172486647e-05,0,0.06658266233139143,0.6433333333333333
3.8641262424312246e-05,0,0.23638719131236222,0.6333333333333333
1.8760566396831627e-05,0,0.24716586910402635,0.6366666666666667
3.7899993324359714e-05,500,0.09593713835266204,0.64
4.604541007413656e-05,0,0.015867759945467796,0.6433333333333333
2.2644248689161324e-05,0,0.23454287317229405,0.6666666666666666
3.509497652874218e-05,0,0.11781553225024813,0.6466666666666666
4.319753940110973e-05,500,0.04008246550432065,0.63
