learning_rate,warmup_steps,weight_decay,Accuracy
3.0404724521169394e-05,0,0.0034889171410770856,0.5533333333333333
4.01599039088637e-05,250,0.051993824623663976,0.5566666666666666
1.6839681525595242e-05,0,0.20106337855427894,0.57
1.961790098720458e-05,0,0.08901477246550088,0.5633333333333334
2.4207085250859605e-05,250,0.22517670089239256,0.5666666666666667
1.7599979283088294e-05,500,0.23168577997790032,0.5666666666666667
4.010900176595867e-05,250,0.06155115472541467,0.55
4.146359207865605e-05,500,0.23072856268522707,0.5666666666666667
4.6610620186985795e-05,250,0.051025815321927744,0.5666666666666667
4.37054135852093e-05,500,0.17462652997947561,0.6066666666666667
3.256454009457275e-05,500,0.1496140386572129,0.5766666666666667
3.3569844765740036e-05,500,0.1557479621502178,0.5866666666666667
4.967787660163723e-05,500,0.2910621559285636,0.59
4.986656241603567e-05,500,0.29838016077586466,0.5766666666666667
4.493196985058098e-05,500,0.29959314935297326,0.5433333333333333
4.904828022903559e-05,500,0.1496132998585188,0.58
3.650874272312066e-05,500,0.2574016195133774,0.5866666666666667
2.402043047053998e-05,500,0.1817359375496466,0.58
4.406349711148205e-05,500,0.26354813692195433,0.5633333333333334
1.2301060094952624e-05,0,0.11532559054410513,0.58
