in_len,out_len,d_model,nhead,num_encoder_layers,num_decoder_layers,dim_feedforward,batch_size,dropout,lr,year,sMAPE
27,30,64,8,7,7,1024,32,0.2,0.001178073835158994,True,84.2608050783676
27,18,256,16,4,5,1024,256,0.1,0.0028451957364659043,True,20.178576368390893
31,29,256,16,3,3,1024,256,0.1,0.003018914263501965,True,19.16795696854958
12,15,256,32,4,8,512,256,0.1,0.002447300384574694,True,20.421925431442073
29,24,128,32,4,4,512,32,0.2,0.001832503192935249,True,62.49309515800103
31,7,64,4,6,6,256,64,0.3,0.0014662785853792452,False,33.35113749392761
27,21,128,8,4,7,512,256,0.1,0.0016220742674472948,True,83.15090239456606
13,31,256,4,8,7,256,256,0.3,0.0017732727168177816,True,20.005964387117825
27,17,512,16,5,4,1024,64,0.1,0.0017534865655913143,True,19.796773709834632
19,10,256,4,6,8,1024,32,0.3,0.0017934966569947712,False,19.007446492431207
19,8,512,4,6,8,1024,512,0.3,0.004945182645535145,False,19.94391668016617
19,12,256,16,3,3,1024,32,0.3,0.0036909952960749327,False,19.067658512985403
20,12,256,4,7,3,1024,32,0.3,0.0041715011141634445,False,18.81780450334725
22,12,256,4,8,5,1024,32,0.3,0.004974418119669447,False,18.894235999954837
23,13,256,4,8,5,1024,32,0.3,0.004897961154635456,False,18.868040214168637
23,14,256,4,7,4,256,512,0.3,0.0037419021392447694,False,19.32094981120113
15,22,64,4,7,3,1024,32,0.2,0.0038967040341248184,False,75.20382872672118
23,15,128,4,8,6,1024,32,0.3,0.004043702364226825,False,19.040445078040975
7,10,512,8,7,5,512,32,0.3,0.003055774923358995,False,18.784398682585856
8,10,512,8,7,4,512,64,0.3,0.003062933452884683,False,18.84343427017867
8,10,512,8,5,6,512,512,0.2,0.0022600395546707344,False,19.098026607785805
7,9,512,8,7,4,512,64,0.3,0.0029725838188012516,False,18.85348696808937
10,11,512,8,7,3,512,64,0.3,0.0033140474764464414,False,19.185913008970395
16,7,512,8,6,4,512,64,0.3,0.0027192364686793678,False,18.90684640149001
10,17,512,8,7,5,512,64,0.3,0.003333242207145553,False,18.984721955162733
