Iteration,input_chunk_length,output_chunk_length,d_model,nhead,num_encoder_layers,num_decoder_layers,dim_feedforward,dropout,batch_size,MAPE
1,10,1,64,4,3,3,512,0.1,32,67.33997221
2,10,1,64,4,3,3,512,0.1,64,155.0326896
3,10,1,64,4,3,3,512,0.2,32,147.3781252
4,10,1,64,4,3,3,512,0.2,64,75.26704979
5,10,1,64,4,3,3,1024,0.1,32,68.57414815
6,10,1,64,4,3,3,1024,0.1,64,59.25942959
7,10,1,64,4,3,3,1024,0.2,32,129.8126598
8,10,1,64,4,3,3,1024,0.2,64,223.6975201
9,10,1,64,4,3,4,512,0.1,32,64.89915769
10,10,1,64,4,3,4,512,0.1,64,119.3774124
11,10,1,64,4,3,4,512,0.2,32,71.13890928
12,10,1,64,4,3,4,512,0.2,64,88.62586123
13,10,1,64,4,3,4,1024,0.1,32,154.302051
14,10,1,64,4,3,4,1024,0.1,64,64.55942918
15,10,1,64,4,3,4,1024,0.2,32,60.87841254
16,10,1,64,4,3,4,1024,0.2,64,62.7726528
17,10,1,64,4,4,3,512,0.1,32,112.2182645
18,10,1,64,4,4,3,512,0.1,64,70.27990498
19,10,1,64,4,4,3,512,0.2,32,150.0673269
20,10,1,64,4,4,3,512,0.2,64,74.03486614
21,10,1,64,4,4,3,1024,0.1,32,72.0858172
22,10,1,64,4,4,3,1024,0.1,64,116.5452045
23,10,1,64,4,4,3,1024,0.2,32,137.4902179
24,10,1,64,4,4,3,1024,0.2,64,124.2145171
25,10,1,64,4,4,4,512,0.1,32,63.32559934
26,10,1,64,4,4,4,512,0.1,64,74.17426948
27,10,1,64,4,4,4,512,0.2,32,112.0065712
28,10,1,64,4,4,4,512,0.2,64,81.83709089
29,10,1,64,4,4,4,1024,0.1,32,108.4780076
30,10,1,64,4,4,4,1024,0.1,64,68.63511387
31,10,1,64,4,4,4,1024,0.2,32,102.0485629
32,10,1,64,4,4,4,1024,0.2,64,65.54623985
33,10,1,64,8,3,3,512,0.1,32,69.48602431
34,10,1,64,8,3,3,512,0.1,64,99.73709673
35,10,1,64,8,3,3,512,0.2,32,189.9270074
36,10,1,64,8,3,3,512,0.2,64,70.25999435
37,10,1,64,8,3,3,1024,0.1,32,199.7885943
38,10,1,64,8,3,3,1024,0.1,64,229.0920453
39,10,1,64,8,3,3,1024,0.2,32,63.69111123
40,10,1,64,8,3,3,1024,0.2,64,200.9765193
41,10,1,64,8,3,4,512,0.1,32,82.48750911
42,10,1,64,8,3,4,512,0.1,64,136.2093224
43,10,1,64,8,3,4,512,0.2,32,75.94354811
44,10,1,64,8,3,4,512,0.2,64,119.6442917
45,10,1,64,8,3,4,1024,0.1,32,59.94561341
46,10,1,64,8,3,4,1024,0.1,64,62.24081212
47,10,1,64,8,3,4,1024,0.2,32,106.5493033
48,10,1,64,8,3,4,1024,0.2,64,61.20871621
49,10,1,64,8,4,3,512,0.1,32,68.37142781
50,10,1,64,8,4,3,512,0.1,64,67.85815324
51,10,1,64,8,4,3,512,0.2,32,111.266218
52,10,1,64,8,4,3,512,0.2,64,105.8234986
53,10,1,64,8,4,3,1024,0.1,32,75.52041766
54,10,1,64,8,4,3,1024,0.1,64,89.33783659
55,10,1,64,8,4,3,1024,0.2,32,61.94915535
56,10,1,64,8,4,3,1024,0.2,64,74.03435814
57,10,1,64,8,4,4,512,0.1,32,64.16652541
58,10,1,64,8,4,4,512,0.1,64,64.14450197
59,10,1,64,8,4,4,512,0.2,32,83.81172307
60,10,1,64,8,4,4,512,0.2,64,1250.783504
61,10,1,64,8,4,4,1024,0.1,32,113.5870725
62,10,1,64,8,4,4,1024,0.1,64,1533.836822
63,10,1,64,8,4,4,1024,0.2,32,153.6397479
64,10,1,64,8,4,4,1024,0.2,64,62.59951026
65,10,1,128,4,3,3,512,0.1,32,157.5888448
66,10,1,128,4,3,3,512,0.1,64,69.90811615
67,10,1,128,4,3,3,512,0.2,32,161.9814917
68,10,1,128,4,3,3,512,0.2,64,74.96344984
69,10,1,128,4,3,3,1024,0.1,32,104.1520475
70,10,1,128,4,3,3,1024,0.1,64,134.1360027
71,10,1,128,4,3,3,1024,0.2,32,151.6142627
72,10,1,128,4,3,3,1024,0.2,64,134.7504828
73,10,1,128,4,3,4,512,0.1,32,131.1593086
74,10,1,128,4,3,4,512,0.1,64,66.04785003
75,10,1,128,4,3,4,512,0.2,32,69.84943123
76,10,1,128,4,3,4,512,0.2,64,120.9181719
77,10,1,128,4,3,4,1024,0.1,32,121.6356448
78,10,1,128,4,3,4,1024,0.1,64,65.16285465
79,10,1,128,4,3,4,1024,0.2,32,65.38331682
80,10,1,128,4,3,4,1024,0.2,64,122.3107422
81,10,1,128,4,4,3,512,0.1,32,238.9748206
82,10,1,128,4,4,3,512,0.1,64,69.14389225
83,10,1,128,4,4,3,512,0.2,32,81.61708089
84,10,1,128,4,4,3,512,0.2,64,107.321355
85,10,1,128,4,4,3,1024,0.1,32,121.3904661
86,10,1,128,4,4,3,1024,0.1,64,113.6715275
87,10,1,128,4,4,3,1024,0.2,32,132.2954547
88,10,1,128,4,4,3,1024,0.2,64,124.142332
89,10,1,128,4,4,4,512,0.1,32,65.14971283
90,10,1,128,4,4,4,512,0.1,64,82.99116163
91,10,1,128,4,4,4,512,0.2,32,133.3372545
92,10,1,128,4,4,4,512,0.2,64,150.7790132
93,10,1,128,4,4,4,1024,0.1,32,197.9942481
94,10,1,128,4,4,4,1024,0.1,64,176.0414711
95,10,1,128,4,4,4,1024,0.2,32,93.74864316
96,10,1,128,4,4,4,1024,0.2,64,79.287017
97,10,1,128,8,3,3,512,0.1,32,278.7416313
98,10,1,128,8,3,3,512,0.1,64,149.0822912
99,10,1,128,8,3,3,512,0.2,32,173.5586503
100,10,1,128,8,3,3,512,0.2,64,145.8930304
101,10,1,128,8,3,3,1024,0.1,32,99.99045532
102,10,1,128,8,3,3,1024,0.1,64,126.8737834
103,10,1,128,8,3,3,1024,0.2,32,147.9731797
104,10,1,128,8,3,3,1024,0.2,64,131.5019811
105,10,1,128,8,3,4,512,0.1,32,72.31723083
106,10,1,128,8,3,4,512,0.1,64,108.6951013
107,10,1,128,8,3,4,512,0.2,32,68.90979167
108,10,1,128,8,3,4,512,0.2,64,72.05994088
109,10,1,128,8,3,4,1024,0.1,32,65.83216306
110,10,1,128,8,3,4,1024,0.1,64,59.44321994
111,10,1,128,8,3,4,1024,0.2,32,70.52686177
112,10,1,128,8,3,4,1024,0.2,64,115.6621216
113,10,1,128,8,4,3,512,0.1,32,72.39361554
114,10,1,128,8,4,3,512,0.1,64,65.99258859
115,10,1,128,8,4,3,512,0.2,32,178.5762131
116,10,1,128,8,4,3,512,0.2,64,90.8795264
117,10,1,128,8,4,3,1024,0.1,32,73.90667649
118,10,1,128,8,4,3,1024,0.1,64,143.9347566
119,10,1,128,8,4,3,1024,0.2,32,120.8396699
120,10,1,128,8,4,3,1024,0.2,64,102.7604521
121,10,1,128,8,4,4,512,0.1,32,153.9918636
122,10,1,128,8,4,4,512,0.1,64,337.534225
123,10,1,128,8,4,4,512,0.2,32,121.2396199
124,10,1,128,8,4,4,512,0.2,64,81.30596025
125,10,1,128,8,4,4,1024,0.1,32,77.86493256
126,10,1,128,8,4,4,1024,0.1,64,120.439917
127,10,1,128,8,4,4,1024,0.2,32,131.4785472
128,10,1,128,8,4,4,1024,0.2,64,50.74076526
129,10,1,256,4,3,3,512,0.1,32,135.7489757
130,10,1,256,4,3,3,512,0.1,64,115.1144633
131,10,1,256,4,3,3,512,0.2,32,159.1241447
132,10,1,256,4,3,3,512,0.2,64,118.0968599
133,10,1,256,4,3,3,1024,0.1,32,107.3562433
134,10,1,256,4,3,3,1024,0.1,64,162.2481504
135,10,1,256,4,3,3,1024,0.2,32,195.4056549
136,10,1,256,4,3,3,1024,0.2,64,173.5640312
137,10,1,256,4,3,4,512,0.1,32,159.1091569
138,10,1,256,4,3,4,512,0.1,64,141.4317733
139,10,1,256,4,3,4,512,0.2,32,111.9021463
140,10,1,256,4,3,4,512,0.2,64,89.35112804
141,10,1,256,4,3,4,1024,0.1,32,142.4175416
142,10,1,256,4,3,4,1024,0.1,64,150.7660637
143,10,1,256,4,3,4,1024,0.2,32,140.7174482
144,10,1,256,4,3,4,1024,0.2,64,201.6782421
145,10,1,256,4,4,3,512,0.1,32,134.8959476
146,10,1,256,4,4,3,512,0.1,64,73.11041331
147,10,1,256,4,4,3,512,0.2,32,139.6110069
148,10,1,256,4,4,3,512,0.2,64,488.5340501
149,10,1,256,4,4,3,1024,0.1,32,74.62990933
150,10,1,256,4,4,3,1024,0.1,64,155.4388204
151,10,1,256,4,4,3,1024,0.2,32,66.00745032
152,10,1,256,4,4,3,1024,0.2,64,90.08575617
153,10,1,256,4,4,4,512,0.1,32,66.84205411
154,10,1,256,4,4,4,512,0.1,64,129.4251137
155,10,1,256,4,4,4,512,0.2,32,123.7055536
156,10,1,256,4,4,4,512,0.2,64,124.5757335
157,10,1,256,4,4,4,1024,0.1,32,68.69191273
158,10,1,256,4,4,4,1024,0.1,64,690.3608135
159,10,1,256,4,4,4,1024,0.2,32,118.9151857
160,10,1,256,4,4,4,1024,0.2,64,116.9361396
161,10,1,256,8,3,3,512,0.1,32,79.4746657
162,10,1,256,8,3,3,512,0.1,64,115.1890566
163,10,1,256,8,3,3,512,0.2,32,70.5110542
164,10,1,256,8,3,3,512,0.2,64,76.17810997
165,10,1,256,8,3,3,1024,0.1,32,98.90714545
166,10,1,256,8,3,3,1024,0.1,64,150.1620228
167,10,1,256,8,3,3,1024,0.2,32,198.4143236
168,10,1,256,8,3,3,1024,0.2,64,262.3279896
169,10,1,256,8,3,4,512,0.1,32,76.45797028
170,10,1,256,8,3,4,512,0.1,64,129.0930609
171,10,1,256,8,3,4,512,0.2,32,352.3650284
172,10,1,256,8,3,4,512,0.2,64,73.63751473
173,10,1,256,8,3,4,1024,0.1,32,133.6993919
174,10,1,256,8,3,4,1024,0.1,64,129.1962312
175,10,1,256,8,3,4,1024,0.2,32,261.5141209
176,10,1,256,8,3,4,1024,0.2,64,175.1392286
177,10,1,256,8,4,3,512,0.1,32,115.3292111
178,10,1,256,8,4,3,512,0.1,64,190.4103762
179,10,1,256,8,4,3,512,0.2,32,119.9155621
180,10,1,256,8,4,3,512,0.2,64,144.9437765
181,10,1,256,8,4,3,1024,0.1,32,119.7911938
182,10,1,256,8,4,3,1024,0.1,64,98.13825921
183,10,1,256,8,4,3,1024,0.2,32,117.7961028
184,10,1,256,8,4,3,1024,0.2,64,157.0625785
185,10,1,256,8,4,4,512,0.1,32,75.03346475
186,10,1,256,8,4,4,512,0.1,64,133.6242461
187,10,1,256,8,4,4,512,0.2,32,105.9226717
188,10,1,256,8,4,4,512,0.2,64,85.20386207
189,10,1,256,8,4,4,1024,0.1,32,781.1553603
190,10,1,256,8,4,4,1024,0.1,64,75.47664545
191,10,1,256,8,4,4,1024,0.2,32,120.1849355
192,10,1,256,8,4,4,1024,0.2,64,123.2987565
193,10,5,64,4,3,3,512,0.1,32,159.4957395
194,10,5,64,4,3,3,512,0.1,64,164.0510041
195,10,5,64,4,3,3,512,0.2,32,167.228176
196,10,5,64,4,3,3,512,0.2,64,184.7626703
197,10,5,64,4,3,3,1024,0.1,32,92.04588284
198,10,5,64,4,3,3,1024,0.1,64,74.37941172
199,10,5,64,4,3,3,1024,0.2,32,69.94207994
200,10,5,64,4,3,3,1024,0.2,64,85.73514263
201,10,5,64,4,3,4,512,0.1,32,141.3268368
202,10,5,64,4,3,4,512,0.1,64,123.4326532
203,10,5,64,4,3,4,512,0.2,32,85.15099487
204,10,5,64,4,3,4,512,0.2,64,104.527669
205,10,5,64,4,3,4,1024,0.1,32,69.50775242
206,10,5,64,4,3,4,1024,0.1,64,110.1144797
207,10,5,64,4,3,4,1024,0.2,32,70.72420117290254
208,10,5,64,4,3,4,1024,0.2,64,75.4923661310744
209,10,5,64,4,4,3,512,0.1,32,71.10529684020433
210,10,5,64,4,4,3,512,0.1,64,122.25186435476776
211,10,5,64,4,4,3,512,0.2,32,152.98631747559338
212,10,5,64,4,4,3,512,0.2,64,140.90383975544418
213,10,5,64,4,4,3,1024,0.1,32,160.61915631183493
214,10,5,64,4,4,3,1024,0.1,64,72.76128374760782
215,10,5,64,4,4,3,1024,0.2,32,156.67738918227187
216,10,5,64,4,4,3,1024,0.2,64,90.37870572972348
217,10,5,64,4,4,4,512,0.1,32,63.16077420808511
218,10,5,64,4,4,4,512,0.1,64,77.11162353167558
219,10,5,64,4,4,4,512,0.2,32,180.5742026780057
220,10,5,64,4,4,4,512,0.2,64,107.7486973799998
221,10,5,64,4,4,4,1024,0.1,32,163.0135787898671
222,10,5,64,4,4,4,1024,0.1,64,158.59258906655734
223,10,5,64,4,4,4,1024,0.2,32,114.95450075871186
224,10,5,64,4,4,4,1024,0.2,64,76.36775226738504
225,10,5,64,8,3,3,512,0.1,32,163.81296122410333
226,10,5,64,8,3,3,512,0.1,64,71.88545530964346
227,10,5,64,8,3,3,512,0.2,32,72.83370573925365
228,10,5,64,8,3,3,512,0.2,64,76.96888897685646
229,10,5,64,8,3,3,1024,0.1,32,78.5587673204474
230,10,5,64,8,3,3,1024,0.1,64,129.01450626936534
231,10,5,64,8,3,3,1024,0.2,32,67.41203835961142
232,10,5,64,8,3,3,1024,0.2,64,178.22559151722453
233,10,5,64,8,3,4,512,0.1,32,78.6070224610205
234,10,5,64,8,3,4,512,0.1,64,109.51634097458754
235,10,5,64,8,3,4,512,0.2,32,113.85750051759688
236,10,5,64,8,3,4,512,0.2,64,141.47164192901815
237,10,5,64,8,3,4,1024,0.1,32,124.45923338958086
