learning_rate,warmup_steps,weight_decay,Accuracy,eval_accuracy,eval_precision,eval_recall,eval_f1
3.39589379331472e-05,250,0.06035013958067909,0.6633333333333333,0.66,0.6562172594430659,0.66,0.6557745692997328
2.037588685890952e-05,250,0.2156802014959697,0.63,0.6566666666666666,0.662299485405918,0.6566666666666666,0.6583599988772403
3.219933740704659e-05,0,0.17969037693793669,0.6733333333333333,0.6733333333333333,0.6768218752302673,0.6733333333333333,0.6745628877608573
2.402556510903912e-05,500,0.27319695154657897,0.6366666666666667,0.65,0.6851350271196118,0.65,0.651534225931722
2.531844629657537e-05,500,0.03330933457194404,0.64,0.6533333333333333,0.690225246974609,0.6533333333333333,0.6546499590736192
1.846964703814718e-05,250,0.14275287043561646,0.64,0.6633333333333333,0.670760828318968,0.6633333333333333,0.6651877955483269
3.773238453689127e-05,500,0.27400201751764625,0.6333333333333333,0.65,0.6540132335149739,0.65,0.651285713534516
1.909173642256576e-05,0,0.21802109094367625,0.6366666666666667,0.66,0.6838675213675214,0.66,0.6649122807017543
2.4510352952153406e-05,500,0.060887993715522434,0.5866666666666667,0.65,0.6560107152170306,0.65,0.6512158731712338
1.9797838415802442e-05,0,0.22072916024099204,0.6533333333333333,0.67,0.6699253034547152,0.6699999999999999,0.66991465813248
