,input_chunk_length,training_length,hidden_dim,n_rnn_layers,dropout,batch_size,lr,RMSE,sMAPE,MAPE
0,12,57,31,3,0.0033216164745507146,256,0.002123073894386296,0.027635954320430756,3.2889671623706818,3.352896124124527
1,13,40,30,3,0.2664913875697314,32,0.001688759137556755,0.038440901786088943,4.012981057167053,4.0115173906087875
2,7,49,12,2,0.12688685616300607,256,0.0036581375694447805,0.026494361460208893,3.0752982944250107,3.1159963458776474
3,10,13,8,3,0.26177138956276097,128,0.003460020626197771,0.02638103812932968,3.0250150710344315,3.0513497069478035
4,18,30,13,3,0.03212953240588753,32,0.0022450665873465815,0.034079574048519135,3.984665498137474,3.9544273167848587
5,12,25,21,1,0.21521988325208097,64,0.0011664685471442864,0.026770133525133133,3.2827675342559814,3.32816019654274
6,7,20,27,2,0.01752857505060852,32,0.0027840595606049446,0.05999604985117912,7.892477512359619,7.77045413851738
7,23,50,30,3,0.1686762914583517,256,0.003548451524221063,0.026608383283019066,3.1167875975370407,3.1602054834365845
8,14,47,10,2,0.16336592142106407,64,0.0013780230880698352,0.027397984638810158,3.183985874056816,3.234885260462761
9,16,47,26,1,0.2603736093221506,64,0.002062557110980699,0.03511148691177368,4.462656751275063,4.394376277923584
10,1,3,17,3,0.29112665230935764,128,0.0048517445896675065,0.02689313143491745,3.19468230009079,3.2478060573339462
11,4,9,8,2,0.09637991438016799,128,0.00394538979588511,0.026952533051371574,3.2188210636377335,3.273738920688629
12,7,61,14,2,0.1019582325907569,128,0.003933162941822316,0.027171986177563667,3.3289629966020584,3.3879075199365616
13,31,53,12,2,0.09780453013162163,256,0.0029752935479189745,0.026453696191310883,3.0648112297058105,3.1048420816659927
14,30,55,17,1,0.06927694078032658,256,0.0031444557715447708,0.02732107602059841,3.215491399168968,3.265291079878807
15,30,42,8,3,0.19988485261317576,128,0.004646609316362287,0.026445241644978523,3.0286235734820366,3.0512413010001183
16,22,38,8,3,0.21279943345769334,128,0.004905627786848849,0.026526695117354393,3.075970336794853,3.112950921058655
