price,volume,sen,trend
11256.7018287538,5761492455.64625,0.012875536480686622,28.583750215628775
11634.9849554034,3216349724.23645,-0.27263123142951473,32.723822666896666
12174.2537397926,3131952573.50185,-0.06596192067286927,34.793858892530615
13876.4735794148,5086411370.06241,-0.14122950566585366,46.17905813351734
18491.1815542282,16482921408.0842,-0.1694602891612122,98.96498188718301
16908.0049521112,24144297784.1442,-0.12572656608373822,87.5797826461963
15266.4263894651,7307194000.11675,-0.1468389834595169,54.459203036053125
15808.5098961544,10474626172.7887,-0.052431798268411156,54.459203036053125
17106.5051488871,7710546749.544,-0.04848625449483829,63.774366051405906
17249.920214656,4686094939.5687,-0.04386016084003508,61.70432982577195
16525.0444892988,4407769522.20181,-0.1180078185708992,52.389166810419184
16865.3616648753,4117594354.00804,-0.16591760591355562,46.17905813351734
17978.6305581344,6146229228.58011,-0.00021629990551114142,42.03898568224944
19665.3949272416,5116192713.25694,-0.030198985563792524,42.03898568224944
19423.5801532525,4251128480.35423,-0.1090831856333036,46.17905813351734
19188.0539569348,5411492204.5264,-0.07965747904022491,46.17905813351734
18174.1867596316,6141309845.2726,-0.18707581737295126,51.354148697602206
17059.8883502646,7509260354.08289,-0.36236250461870795,67.91443850267379
16355.2382257401,5580926436.9909,-0.24327701417938832,50.319130584785235
14084.8249267767,12164204097.121,-0.22195562263873952,100.0
15241.9164656487,5076754666.02441,-0.2056192487209202,62.73934793858892
14451.1145466743,4129411907.77252,-0.2856171971735265,45.14404002070036
14302.7537081839,2485439206.78209,-0.028572783534489,39.96894945661549
16616.6820570844,4255570625.9614,-0.32772007993971763,38.93393134379851
16373.0810795739,4950722889.35151,-0.2817570396734011,39.96894945661549
15067.8994980567,5266566467.59302,-0.32381306940707916,36.863895118164564
15096.5594360709,3753038183.65771,-0.23198260966501316,32.723822666896666
13620.3618741461,3600481281.03768,-0.3771590076415786,33.758840779713644
14839.5907854184,2921202870.14992,-0.15406807825227084,25.47869587717785
14093.6068305274,2345478673.51547,-0.19244635193133053,23.408659651543903
15321.9328517642,4130217904.20997,0.15413645108776075,30.653786441262717
15583.8855377593,3310355625.1255913,-0.03907838265190883,29.618768328445746
15976.365194174,4217387187.5256386,-0.31032811851031433,28.583750215628775
18336.9229801691,6275687595.940333,-0.1954077253218885,27.548732102811798
18343.6624934071,4240919830.5153003,-0.10539314924285376,24.443677764360878
17039.8739138488,3044989246.796485,-0.3250247606470783,24.443677764360878
15900.3650216006,5752981089.536744,-0.34416948223906496,24.443677764360878
15604.7234082405,4214092201.8070655,-0.1678034947884734,26.513713989994823
15509.2701268168,4969472882.941215,-0.17318677247043573,26.513713989994823
14050.5696063543,5833888113.053883,-0.24198205228248154,31.688804554079695
14759.294629915,4021952802.5976954,-0.16315355504344706,25.47869587717785
15193.3148979847,3134247725.132476,-0.24718070149474625,21.338623425909955
14476.5889713691,3336056550.553205,-0.3012095200936403,19.268587200276006
14411.9977069182,3222958351.447812,-0.03144433739160907,20.30360531309298
11723.9135206658,9677283153.059654,-0.3436156730123329,42.03898568224944
11415.3928442768,10225958520.621689,-0.27646479900444376,57.564257374504045
11569.4249920858,6558304864.2233305,-0.2370682111754657,41.00396756943246
11758.4693327652,4208563477.4581575,-0.21815359327915265,28.583750215628775
13260.2711872786,4520485016.427376,-0.13668877617375477,22.37364153872693
11703.5048628599,4319501969.014785,-0.32403433476394855,21.338623425909955
10991.5950130802,5012581424.290013,-0.24387911672485496,24.443677764360878
10894.0009053405,4779406610.509539,-0.09261868099465981,23.408659651543903
11277.1159704489,3582338295.944433,-0.33848554878597803,21.338623425909955
11225.2544568853,3204496193.302373,-0.0918805290356487,20.30360531309298
11044.9072365744,4616389063.310399,-0.15665236051502152,21.338623425909955
11456.2135062799,2894314081.3753986,-0.0858369098712447,17.198550974642057
11665.6969300847,2682886340.599035,-0.09470329726812476,15.128514749008108
11157.6638878978,2345235501.178288,-0.628755364806867,16.163532861825082
11095.2106891266,2321424679.531806,-0.2645404765428445,19.268587200276006
9989.68977659669,3804947187.2286944,-0.31782897692939377,20.30360531309298
10114.495086226,3225562144.838607,-0.3465558296379736,26.513713989994823
9070.55544937356,4769515274.345698,-0.27968997063474144,35.82887700534759
8830.16351005472,6813550017.173829,-0.18549851436117537,23.408659651543903
8994.91486607664,3422042094.7330213,-0.29752443740922674,19.268587200276006
8315.51749143615,3337096341.0061126,-0.2971564553663829,36.863895118164564
6852.05270051491,5313588642.981379,-0.27733207964937295,48.249094359151286
7711.2203289411,9152685412.95559,-0.12410889648650619,27.548732102811798
7611.61027778882,4862232217.401406,-0.3245415528677332,23.408659651543903
8208.57208449673,3190753947.378832,-0.006671482598903711,19.268587200276006
8650.71675042998,2960039948.907384,-0.22503080109936238,15.128514749008108
8574.67763849023,3371677737.5319858,-0.3878577722195379,14.093496636191134
8168.63777979963,2806997176.95887,-0.049808331529145156,15.128514749008108
8911.3985742083,3069219870.565569,-0.10497886714861543,14.093496636191134
8518.26907619091,2551515988.2160945,0.014003678724708701,15.128514749008108
9428.02560716167,3282094240.879327,0.011494942825414856,15.128514749008108
10112.5801434467,4332356645.963475,-0.09057510729613738,14.093496636191134
10155.2770555258,3141038601.332415,0.06397374400403932,12.023460410557185
11006.647685962,3699819140.1747103,-0.05573770491803287,13.05847852337416
10523.429305801,4740378626.743881,-0.12146245441931014,12.023460410557185
