,in_len,out_len,hidden_size,lstm_layers,num_attention_heads,dropout,hidden_continuous_size,use_static_covariates,batch_size,lr,RMSE,sMAPE,MAPE,type
0,29,10,18,2,8,0.19654199159748661,7,False,64,0.004010690850206226,0.05104868859052658,7.167090475559235,7.353260368108749,1
1,1,22,29,3,2,0.1863367914213916,8,True,256,0.0017574906524852251,0.04900815710425377,6.9276779890060425,7.547604292631149,1
2,5,23,24,1,6,0.29578027584796607,9,False,256,0.004344727805748098,0.04881422221660614,6.816069781780243,7.375256717205048,1
3,18,20,8,2,4,0.00630425857289566,9,True,128,0.004062250593754253,0.05964522808790207,9.773486852645874,9.610498696565628,1
4,11,14,22,1,6,0.22792529296182312,9,True,128,0.002312311920678841,0.04883582890033722,6.947893649339676,7.581435889005661,1
5,2,23,16,1,2,0.12107694601744447,9,False,32,0.004518236808377735,0.06608602404594421,9.839503467082977,10.163002461194992,1
6,16,22,11,3,4,0.24440256672726263,6,False,32,0.002550546764872369,0.056336063891649246,8.132625371217728,8.55506882071495,1
7,25,8,32,2,3,0.17310710037543042,6,True,128,0.004397792181352099,0.05188232287764549,7.4661314487457275,7.901737093925476,1
8,9,15,31,1,8,0.2641233299363224,6,True,256,0.003436870336143709,0.04840828850865364,6.845664232969284,7.44544044137001,1
9,25,29,23,2,7,0.1500809229684847,9,False,128,0.0022389858130770026,0.04844154790043831,6.762520223855972,7.317642122507095,1
10,8,3,28,1,8,0.0857223893505951,7,True,256,0.003341828727445891,0.04904582351446152,6.897509843111038,7.4797458946704865,1
11,22,30,26,2,7,0.07170921076359299,10,False,64,0.003103663917911891,0.08514188230037689,13.823434710502625,13.331744074821472,1
12,31,30,31,1,7,0.2941068638314553,8,False,256,0.0011391571033205045,0.0490766316652298,6.913347542285919,7.416880875825882,1
13,13,16,20,2,7,0.12714591942703496,10,True,128,0.0035920726655764208,0.049172405153512955,6.938985735177994,7.443051040172577,1
14,22,10,25,3,8,0.0003304119659291449,7,True,128,0.0024247468809600885,0.056149452924728394,8.591879904270172,8.786936849355698,1
15,9,27,15,1,6,0.2601178625745141,6,False,256,0.0015889970015531035,0.04931148514151573,6.885504722595215,7.319684326648712,1
16,16,18,28,2,5,0.0530017392087206,8,False,32,0.004962274016736766,0.07577544450759888,12.453145533800125,12.34535351395607,1
17,26,13,20,1,7,0.15139665820437137,7,True,64,0.002771743662141957,0.06576551496982574,9.835277497768402,9.782885760068893,1
18,20,1,23,2,8,0.2159710449008792,10,False,128,0.002155524882454931,0.04943186417222023,6.935510039329529,7.4750058352947235,1
19,13,7,13,3,5,0.2655912052357025,9,True,256,0.003569398124146817,0.05472465977072716,8.722106367349625,8.997916430234909,1
0,22,30,8,1,5,0.18634330554292003,7,True,64,0.002388676594903269,0.05009814724326134,6.862334907054901,7.40557536482811,2
1,14,5,17,2,5,0.12285631378985773,6,False,32,0.0012995076590274098,0.08600326627492905,12.708179652690887,12.414056062698364,2
2,7,22,11,2,8,0.2891733531073618,6,False,256,0.0024649575684919144,0.04956303536891937,6.770123541355133,7.325716316699982,2
3,30,25,30,1,8,0.2610422285954487,7,False,256,0.003924895196393551,0.049571678042411804,6.813850253820419,7.4564240872859955,2
4,14,22,16,3,8,0.09338045485707841,6,True,256,0.001412462685663714,0.05033545568585396,7.103459537029266,7.836230844259262,2
5,18,6,15,2,3,0.12146176541965444,10,True,256,0.003999101030396662,0.049734171479940414,6.802050769329071,7.348498702049255,2
6,22,5,15,3,4,0.049896226721917014,9,True,64,0.0026452938448186768,0.05185864493250847,7.537657022476196,7.899758219718933,2
7,17,6,8,2,7,0.2894619235547506,7,False,32,0.0020720113714414,0.0653940886259079,9.318866580724716,9.160108119249344,2
8,19,29,19,2,8,0.044037973113522685,6,True,256,0.0020620214388198574,0.04960281401872635,6.769616901874542,7.330776751041412,2
9,28,24,19,1,3,0.2238912910884926,6,True,256,0.0040790217721122235,0.05063307285308838,7.165113836526871,7.925673574209213,2
10,3,15,26,2,6,0.22296103778499432,8,False,128,0.003292998671369759,0.054243650287389755,8.051101118326187,8.355095982551575,2
11,6,17,31,1,7,0.2898438269582565,7,False,256,0.004957427392585558,0.04960426315665245,6.890891492366791,7.559061050415039,2
12,31,22,26,1,7,0.2404241340382628,8,False,128,0.0034639261345325027,0.04962684214115143,6.822610646486282,7.392290234565735,2
13,9,15,24,1,8,0.2626339045916387,7,False,256,0.004770705564961585,0.04982816427946091,6.96621909737587,7.6584696769714355,2
14,8,27,31,3,6,0.18146392736814115,7,False,256,0.004181697463083111,0.049724217504262924,6.852210313081741,7.496834546327591,2
15,1,19,12,2,2,0.2956946440770719,9,False,256,0.0029146984807306288,0.04961705580353737,6.857418268918991,7.517388463020325,2
16,26,12,23,1,6,0.0018710917201728017,6,False,128,0.0035932223698754745,0.05547167733311653,8.502385020256042,8.680033683776855,2
17,11,26,11,1,8,0.18117913815311104,8,False,32,0.001767185640805581,0.05365828052163124,8.075865358114243,8.260747790336609,2
18,5,20,28,2,7,0.25486950148022397,7,False,64,0.0030838296805895202,0.060924649238586426,9.930438548326492,9.91917997598648,2
19,12,12,12,3,5,0.20562842272326814,6,False,256,0.004457385237993233,0.04942020773887634,6.775359064340591,7.3212407529354095,2
