in_len,out_len,d_model,nhead,num_encoder_layers,num_decoder_layers,dim_feedforward,batch_size,dropout,lr,year,sMAPE
22,9,64,2,2,7,256,311,0.072125501578559,2.2496627528278716e-05,True,21.062638408108647
24,26,64,2,5,3,256,347,0.1455439504732993,3.167811112666012e-05,False,37.16313195123019
19,30,128,2,2,3,256,235,0.2026545457621318,3.1969129454217384e-05,False,20.70330050288349
20,18,128,8,7,5,256,329,0.23905419859009974,1.3293582300828391e-05,False,62.643204719066915
7,26,64,2,8,7,512,30,0.23785747198477514,1.8836460284681714e-05,True,89.76490281515781
20,21,64,2,3,5,512,254,0.23452901999899323,1.1136402971122855e-05,False,25.206111174975383
12,25,32,4,4,4,1024,318,0.1015452351604314,3.657441777117638e-05,False,22.578398416522525
9,18,64,2,6,8,1024,192,0.24494749315044778,2.335018243263385e-05,True,54.97308308266403
22,27,64,8,8,4,512,189,0.24674383994536608,2.5182793115761482e-05,True,31.794355668643732
29,29,128,4,6,5,512,312,0.1469286333157898,4.3954671410877124e-05,True,36.147427027744186
15,12,128,4,2,2,256,81,0.02178508009751179,4.829482100451273e-05,False,88.67373424913656
26,7,32,2,2,7,256,249,0.06527158557626495,2.941942677445935e-05,True,80.19356363644165
16,13,128,2,3,7,256,239,0.17751128463247315,1.902435290370233e-05,True,21.30633083749033
16,7,128,2,3,2,256,118,3.6794687980443164e-05,3.714841595599953e-05,False,78.78941848766087
27,14,32,8,2,6,256,291,0.18924592830403902,2.8599802010777433e-05,False,22.61494683311034
22,22,64,2,4,3,1024,164,0.2966607586160262,2.0208514693800865e-05,True,26.65515115233964
18,10,128,2,4,8,256,263,0.09652816090634263,1.577312400433813e-05,True,27.979615154131366
13,30,64,2,2,6,256,360,0.06528721932054762,2.4465504855847557e-05,False,39.33626453019316
30,15,128,4,3,3,256,225,0.11232576907180848,2.732913250520869e-05,False,26.195346413880298
24,22,32,8,5,6,1024,144,0.1764587009366002,3.378096771909386e-05,True,68.02342562204609
18,10,128,2,4,4,256,294,0.04710334729228245,2.0963148005257978e-05,True,88.21818788036083
16,15,128,2,3,7,256,214,0.1860426345103213,1.6341095571525332e-05,True,20.459703158367763
