in_len,out_len,d_model,nhead,num_encoder_layers,num_decoder_layers,dim_feedforward,batch_size,dropout,lr,year,sMAPE
9,29,64,4,5,8,256,237,0.17235345261571888,3.3010361888103066e-05,False,46.95764907022401
19,18,32,8,2,4,512,105,0.10270655006954006,1.2283873862379616e-05,True,22.3114814236973
27,26,64,4,3,5,256,69,0.2409760700801451,2.041802438208671e-05,False,26.68083949215232
9,11,64,4,4,2,512,221,0.015283101422813182,3.365615662922082e-05,False,84.75991555595374
18,28,32,4,3,7,256,240,0.08913956306919248,3.75832096805582e-05,False,29.277231030164213
13,17,32,2,6,4,1024,359,0.18563419999074776,2.504065852372118e-05,True,64.9041639246445
13,18,64,8,8,8,256,173,0.15636031645434814,1.9458688764731734e-05,True,22.260235596060152
11,10,64,4,3,6,512,9,0.25638183508793727,3.842829717165296e-05,False,107.2359771500294
7,25,128,4,4,8,512,308,0.13257113644609295,3.842762006444697e-05,False,41.589028328510565
20,20,32,2,4,5,512,274,0.02963212049039251,2.918758896943531e-05,True,26.485074672668603
30,14,128,8,8,2,1024,147,0.29956692056896483,1.873860413539028e-05,True,45.711293236816346
17,21,32,8,8,4,256,135,0.11032104392399444,1.2499449030898813e-05,True,35.52648238832658
22,18,64,8,6,3,512,134,0.0716023074840888,1.0619307856262983e-05,True,48.43313112826861
15,7,32,8,2,6,256,70,0.14870067208667495,1.5777822518513448e-05,True,45.129772599197736
23,23,128,8,7,4,1024,170,0.05500964560908304,1.522120091584403e-05,True,59.27475026105995
14,15,64,8,2,6,512,86,0.10595023832936526,1.0021992697103755e-05,True,56.15376528855901
24,14,32,8,7,7,256,17,0.18143089553020667,2.2551569226996635e-05,True,70.77657705201531
17,22,64,2,5,3,256,201,0.12806546245227635,1.6495442399949808e-05,True,62.11233026112606
20,17,32,8,7,7,512,99,0.057733086161784825,1.2951893669477553e-05,True,24.039360923379
13,19,128,8,6,3,1024,176,0.16201694772299266,2.4508577034659448e-05,True,78.10262196423167
16,24,32,8,2,5,512,101,0.0842954828586079,1.860304205029707e-05,True,37.791626034351154
20,16,32,8,7,7,512,108,0.0003184503112192358,1.2961679975388828e-05,True,33.26211085920264
