date,price,volume,sen,trend
2017-12-03,11256.7018287538,5761492455.64625,0.012875536480686622,28.583750215628775
2017-12-04,11634.9849554034,3216349724.23645,-0.27263123142951473,32.723822666896666
2017-12-05,12174.2537397926,3131952573.50185,-0.06596192067286927,34.793858892530615
2017-12-06,13876.4735794148,5086411370.06241,-0.14122950566585366,46.17905813351734
2017-12-07,16213.689250537751,7340768355.038815,-0.09730203426391187,52.389166810419184
2017-12-08,16329.012633425622,7270211972.111391,-0.10258284503503183,52.32828339201818
2017-12-09,15266.4263894651,7307194000.11675,-0.1468389834595169,54.459203036053125
2017-12-10,15808.5098961544,10474626172.7887,-0.052431798268411156,54.459203036053125
2017-12-11,17106.5051488871,7710546749.544,-0.04848625449483829,63.774366051405906
2017-12-12,17249.920214656,4686094939.5687,-0.04386016084003508,61.70432982577195
2017-12-13,16525.0444892988,4407769522.20181,-0.1180078185708992,52.389166810419184
2017-12-14,16865.3616648753,4117594354.00804,-0.16591760591355562,46.17905813351734
2017-12-15,17978.6305581344,6146229228.58011,-0.00021629990551114142,42.03898568224944
2017-12-16,19665.3949272416,5116192713.25694,-0.030198985563792524,42.03898568224944
2017-12-17,19423.5801532525,4251128480.35423,-0.1090831856333036,46.17905813351734
2017-12-18,19188.0539569348,5411492204.5264,-0.07965747904022491,46.17905813351734
2017-12-19,18174.1867596316,6141309845.2726,-0.18707581737295126,51.354148697602206
2017-12-20,17059.8883502646,7509260354.08289,-0.36236250461870795,67.91443850267379
2017-12-21,16355.2382257401,5580926436.9909,-0.24327701417938832,50.319130584785235
2017-12-22,16271.2766002082,5276344157.2646675,-0.16321456507883017,47.25720200103502
2017-12-23,15241.9164656487,5076754666.02441,-0.2056192487209202,62.73934793858892
2017-12-24,14451.1145466743,4129411907.77252,-0.2856171971735265,45.14404002070036
2017-12-25,14302.7537081839,2485439206.78209,-0.028572783534489,39.96894945661549
2017-12-26,16616.6820570844,4255570625.9614,-0.32772007993971763,38.93393134379851
2017-12-27,16373.0810795739,4950722889.35151,-0.2817570396734011,39.96894945661549
2017-12-28,15067.8994980567,5266566467.59302,-0.32381306940707916,36.863895118164564
2017-12-29,15096.5594360709,3753038183.65771,-0.23198260966501316,32.723822666896666
2017-12-30,13620.3618741461,3600481281.03768,-0.3771590076415786,33.758840779713644
2017-12-31,14839.5907854184,2921202870.14992,-0.15406807825227084,25.47869587717785
2018-01-01,14093.6068305274,2345478673.51547,-0.19244635193133053,23.408659651543903
2018-01-02,15321.9328517642,4130217904.20997,0.15413645108776075,30.653786441262717
2018-01-03,15583.8855377593,3310355625.1255913,-0.03907838265190883,29.618768328445746
2018-01-04,15976.365194174,4217387187.5256386,-0.31032811851031433,28.583750215628775
2018-01-05,18336.9229801691,6275687595.940333,-0.1954077253218885,27.548732102811798
2018-01-06,18343.6624934071,4240919830.5153003,-0.10539314924285376,24.443677764360878
2018-01-07,17039.8739138488,3044989246.796485,-0.3250247606470783,24.443677764360878
2018-01-08,15900.3650216006,5752981089.536744,-0.34416948223906496,24.443677764360878
